nid,condition,username,animal,animal_sig,scientific,animal_wri,animal_cat,animal_gro,confidence,observatio,created_da,time_since,latitude,longitude,salvage,road_type,roadside_f,speed_limi,travel_fre,carcass_po,incorrect_,observer,CROSv1_NID,input_meth,review_sta,verificati,verifica_1,Image,chips_Code,chips_Numb,chips_Date,chips_Crea,chips_Area,chips_Type,chips_Stre,chips_Loca,chips_Lati,chips_Long,chips_Mark,chips_Anim,chips_Conf,chips_Nu_1,chips_Age,chips_Casc,chips_An_1,chips_Driv,chips_Nu_2,chips_Attr,chips_Note,chips_Deta,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LI_1,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,bldg_dist,nhd_dist,11_dist,21222324_dist,222324_dist,31_dist,414243_dist,52_dist,71_dist,8182_dist,9095_dist,119095_dist
47216,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,10/9/2016 15:00,22:00.0,definitely less than 24 hours,39.854388,-120.684731,NA,state / rural highway,NA,55 mph,weekly,road surface,NA,Terri Weist,68477,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,92,NA,2,4,NA,0.126,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708529,Oct-22,no median,intersection,NA,NA,"4-way junction, no break in median",108,212,3017,0,30,10488,30,60,1200,3242,85,85
60198,Dead,ravenamstutz,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,12/11/2018 7:30,05:00.0,about one week,39.855747,-120.685826,NA,state / rural highway,NA,55 mph,monthly,road shoulder,Correct Species Entered,Gary Rotta,76567,NA,reviewed,verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010829.JPG?itok=HLBR4WYy,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,80,NA,2,1.9,NA,0.149,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001476457,Oct-22,no median,NA,NA,NA,NA,67,242,2910,0,0,10677,60,30,1150,3084,42,42
49797,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,12/22/2017 6:00,44:00.0,about one week,39.856066,-120.68636,NA,state / rural highway,NA,55 mph,weekly,road shoulder,NA,Terri Weist,73085,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,80,NA,2,1.9,NA,0.149,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001476457,Oct-22,no median,NA,NA,NA,NA,60,234,2874,0,30,10714,42,30,1124,3042,60,60
28635,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,5/8/2015 4:15,24:00.0,about one week,39.85757,-120.68805,NA,state / rural highway,NA,55 mph,weekly,NA,NA,Terri Weist,46630,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,93,NA,2,1.8,NA,0.201,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001758262,Oct-22,no median,NA,NA,cable,both sides,120,365,2742,0,0,10941,30,60,1092,2846,134,134
48707,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,8/13/2017 4:00,31:00.0,definitely less than 24 hours,39.85785,-120.688301,NA,state / rural highway,NA,55 mph,weekly,road shoulder,NA,Terri Weist,71311,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,93,NA,2,1.8,NA,0.201,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001758262,Oct-22,no median,NA,NA,NA,NA,67,424,2737,0,0,10970,30,85,1103,2829,150,150
50165,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,4/29/2018 6:00,31:00.0,definitely less than 24 hours,39.858927,-120.689064,NA,state / rural highway,NA,55 mph,weekly,road shoulder,NA,Terri Weist,73769,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,93,NA,2,1.8,NA,0.201,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001758262,Oct-22,no median,intersection,NA,NA,"t-junction, no break in median",67,402,2687,30,30,11122,0,190,1142,2722,120,120
88489,Dead,Anonymous,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/12/2022 7:45,42:00.0,NA,39.86068,-120.69059,No,NA,NA,NA,several times per week,NA,NA,NA,0,Manual Entry,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,98,NA,2,0,NA,0.19,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001235963,Oct-22,no median,pull-out,NA,NA,NA,30,218,2582,0,0,11349,30,108,1191,2538,95,95
210086,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/21/2018 6:02,00:00.0,NA,39.862661,-120.158727,No,NA,NA,NA,NA,NA,NA,NA,5215465,Bulk Upload CSV,not reviewed,not verified,2.01809E+14,NA,2.01809E+14,24,02:00.0,15:00.0,Quincy,Live or Dead Animal,490 Mm284,4.9 MM FRENCHMAN LAKE RD,39.862661,-120.158727,x,Mule (or Black tailed) Deer,100% certain,1,juvenile,NA,"Fatality, result of dispatch",NA,0,NA,NA,"Detail Information
1:22 PM 3 [6] RP CB ADV FOREST SERVICE DISPATCHED DEER
1:10 PM 2 [5] 1039 20-53
1:03 PM 1 [1] FAWN NEG 1125
",2016,6,SHS_284_P,284,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,350,6,0,NA,NA,NA,NA,178,NA,2,54.2,NA,0.52,0,NA,NA,0,NA,0,6_SHS_284_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001516581,May-09,no median,NA,NA,NA,NA,497,150,4239,0,175,6038,162,30,90,4943,808,808
151004,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",somewhat confident,7/19/2020 8:58,42:00.0,NA,39.867443,-120.168495,No,NA,NA,NA,NA,NA,NA,NA,7756222,Bulk Upload CSV,not reviewed,not verified,2.02007E+14,NA,2.02007E+14,13,58:00.0,15:00.0,Quincy,Live or Dead Animal,284/chilcoot Campground Road,Chilcoot Campground Road,39.867443,-120.168495,x,Mule (or Black tailed) Deer,somewhat confident,1,NA,NA,Unknown fate,NA,1,NA,NA,"Detail Information
8:59 AM 2 [2] DEER THAT NEED STO BE DISPATCHED
8:59 AM 1 [1] ON THE SIDE OF THE RDWY NEAR THE CAMPGROUND
Unit Information
9:01 AM 3 Unit Assigned
9:01 AM 2 Unit Enroute
9:31 AM 1 Unit At Scene
",2016,6,SHS_284_P,284,NA,10,4,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,350,6,0,NA,NA,NA,NA,222,NA,2,23.3,NA,0.167,0,NA,NA,0,NA,0,6_SHS_284_P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.001573218,Feb-09,no median,NA,NA,NA,NA,1482,127,3480,0,0,5109,60,30,85,5435,1756,1756
48459,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,6/30/2017 4:15,21:00.0,definitely less than 24 hours,39.873596,-120.716982,NA,state / rural highway,NA,55 mph,weekly,road shoulder,NA,Terri Weist,70911,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,61,NA,2,0.6,NA,0.433,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708619,Oct-22,no median,NA,NA,cable,one side,120,67,1899,0,30,12902,42,30,700,808,201,201
45911,Dead,wildlifer,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,4/21/2016 3:45,43:00.0,definitely less than 24 hours,39.87363,-120.717177,NA,state / rural highway,NA,55 mph,weekly,road shoulder,NA,Terri Weist,65909,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,61,NA,2,0.6,NA,0.433,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708619,Oct-22,no median,NA,NA,cable,one side,120,42,1899,0,30,12902,42,30,700,808,201,201
202133,Dead,Nature_711,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,7/12/2023 17:30,57:00.0,definitely less than 24 hours,39.874089,-120.742369,No,state / rural highway,NA,55 mph,weekly,road shoulder,NA,"Paul Hardy, Wildlife Biologist, M.S.",0,iZap,not reviewed,not verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2024/02/HWY_70_Lee_Summit_July_2023_Mule_Deer.jpeg?itok=3tdD55ki,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,68,NA,2,3.4,NA,0.313,0,NA,NA,0,NA,0,6_SHS_070_P,105+08895,P1.11,CA-70,NA,Sloat Rd,United States,California,Plumas,95971,Eastbound,39.9123986,-120.8075866,39.876035,-120.729646,5.508348282,0.001704658,Oct-22,no median,NA,NA,NA,NA,1026,150,2456,0,0,12304,30,404,180,1869,930,930
60258,Dead,ravenamstutz,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,4/10/2019 2:30,13:00.0,definitely less than 24 hours,39.874284,-120.719211,NA,state / rural highway,NA,55 mph,monthly,road surface,NA,Gary Rotta,77243,NA,not reviewed,not verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1010885.JPG?itok=iqOhg05e,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,61,NA,2,2.5,NA,0.422,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708619,Oct-22,no median,intersection,NA,NA,T-junction,42,150,1932,0,0,12971,30,30,658,854,242,242
216034,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/10/2021 10:42,22:00.0,NA,39.874689,-120.735647,No,NA,NA,NA,NA,road surface,NA,NA,9429417,Bulk Upload CSV,not reviewed,not verified,2.02109E+14,NA,2.02E+14,51,42:00.0,47:00.0,Quincy,Live or Dead Animal,52140-52505 Sr70,70 MM 56.70(RATTLENSNAKE CRK),39.874689,-120.735647,x,Mule (or Black tailed) Deer,100% certain,1,NA,road surface,"Fatality, result of dispatch",NA,1,Collision,NA,"Detail Information
5:46 PM 4 [5] 1039 20-10 FRM THE OFC
5:43 PM 3 [3] INJ'D DEER WILL NEED TO BE DISPATCHED
5:43 PM 2 [2] WB SHOULDER /VISIBLE FRM RDWY
5:42 PM 1 [1] VEH VS DEER
Unit Information
5:46 PM 1 Unit Assigned
",2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,49,NA,2,4.7,NA,0.355,0,NA,NA,0,NA,0,6_SHS_070_P,105+08895,P1.11,CA-70,NA,Sloat Rd,United States,California,Plumas,95971,Eastbound,39.9123986,-120.8075866,39.876035,-120.729646,5.508348282,0.001731569,Oct-22,no median,NA,NA,NA,NA,589,319,2183,0,0,12655,30,67,402,1384,953,953
81053,Dead,grotta,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,4/10/2020 10:15,33:00.0,about one week,39.87493308,-120.7211625,No,state / rural highway,NA,55 mph,monthly,road shoulder,NA,Gary Rotta,0,Manual Entry,not reviewed,not verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2020/04/P1000577.JPG?itok=ZOxdQuyy,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,75,NA,2,1.5,NA,0.441,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708618,Oct-22,no median,NA,NA,NA,NA,67,170,1984,0,0,13043,30,42,495,938,379,379
202131,Dead,Nature_711,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,7/29/2023 10:15,52:00.0,about one week,39.874978,-120.721328,No,state / rural highway,NA,55 mph,weekly,road shoulder,NA,"Paul Hardy, Wildlife Biologist, M.S.",0,iZap,not reviewed,not verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2024/02/HWY_70_West_of_Cromberg_July_2023_Mule_Deer.jpeg?itok=rlXH_Km0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,75,NA,2,1.5,NA,0.441,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708618,Oct-22,no median,NA,NA,NA,NA,85,150,1984,0,0,13043,30,42,495,938,379,379
58268,Dead,ravenamstutz,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,3/18/2017 6:45,09:00.0,definitely less than 24 hours,39.875031,-120.721078,NA,state / rural highway,NA,55 mph,monthly,road shoulder,NA,Gary Rotta,69727,NA,not reviewed,not verified,NA,/california/sites/default/files/styles/thumbnail/public/images/observations/2019/04/P1000814.JPG?itok=1qnnR2UK,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,75,NA,2,1.5,NA,0.441,0,NA,NA,0,NA,0,6_SHS_070_P,105+07537,P1.11,CA-70,NA,CA-89 (Blairsden-Graeagle),United States,California,Plumas,96103,Eastbound,39.876035,-120.729646,39.784438,-120.620102,9.266387663,0.001708618,Oct-22,no median,NA,NA,NA,NA,67,170,1994,30,30,13051,0,30,503,942,371,371
208681,Dead,Caltrans,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,2/19/2019 12:00,45:00.0,NA,39.87844396,-120.028333,No,NA,NA,NA,NA,NA,NA,NA,0,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,45,NA,2,0,NA,0.212,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001523945,Aug-24,no median,NA,NA,NA,NA,1612,127,7172,0,30,15219,1931,30,95,6818,127,127
207480,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",best guess,11/13/2023 21:27,05:00.0,NA,39.87847,-122.199944,No,NA,NA,NA,NA,NA,NA,NA,12809937,Bulk Upload CSV,not reviewed,not verified,2.02311E+14,NA,2.02311E+14,11,27:00.0,21:00.0,Red Bluff,Trfc Collision-No Inj,I5 N / Liberal Ave Ofr,NA,39.87847,-122.199944,x,Mule (or Black tailed) Deer,best guess,1,NA,NA,Unknown fate,NA,1,"Collision, Vehicle not driveable",NA,"Detail Information
6:38 AM 6 [21] AandA TOW CONFIRMED / ENRT
6:35 AM 5 [20] [Notification] [CHP]-3A DISPATCH / AandA TOWING - ENRT 20-25 ETA
6:28 AM 4 [17] 1039 PHILS / DO NOT SHOW - TOLD TO CALL LE 3A LINE
6:25 AM 3 [13] 36-S3 LOOKS LIKE VEH VS DEER
5:3",2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,4,2,2,2,5,0,12,2,60,1,ABC,0,0,0,65,0,NA,0,26500,5385,598,2.438,0.271,12,50,96,NA,2,1.6,NA,0.126,0,NA,NA,1,SPX16X280938,6.044,6_SHS_005_P,105+05353,P1.3,I-5,NA,Liberal Ave/Exit 628,United States,California,Tehama,96021,Northbound,39.7841218,-122.2041994,39.878475,-122.199957,6.542645166,0.000181087,Sep-24,"thrie beam, vegetative","On/off ramp, sparse shrubs/trees",10-20 meters,"thrie beam, cable",NA,150,90,1290,0,0,30,3994,2550,60,297,764,764
208646,Dead,Caltrans,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,4/11/2017 12:00,45:00.0,NA,39.88038904,-120.026694,No,NA,NA,NA,NA,NA,NA,NA,0,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,40,NA,2,0,NA,0.164,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001523945,Aug-24,no median,NA,NA,cable,NA,1337,150,7178,0,0,15334,1657,30,42,6777,120,120
28143,Dead,kelbyg,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,1/13/2015 1:15,21:00.0,definitely less than 24 hours,39.881649,-120.777007,NA,NA,NA,NA,weekly,NA,NA,kelby gardiner,45694,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,3,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,2950,178,93,NA,NA,NA,NA,133,NA,2,35.5,NA,0.454,0,NA,NA,0,NA,0,6_SHS_070_P,105+08895,P1.11,CA-70,NA,Sloat Rd,United States,California,Plumas,95971,Eastbound,39.9123986,-120.8075866,39.876035,-120.729646,5.508348282,0.000291218,Oct-22,no median,NA,NA,NA,NA,658,67,5282,0,0,11885,30,430,417,4507,1282,1282
208689,Dead,Caltrans,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",NA,5/13/2019 12:00,45:00.0,NA,39.88452799,-120.023194,No,NA,NA,NA,NA,NA,NA,NA,0,Bulk Upload CSV,not reviewed,not verified,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,63,NA,2,0,NA,0.178,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001523945,Aug-24,no median,NA,NA,NA,NA,807,216,7239,0,0,15549,1129,30,42,6748,201,201
205822,Dead,chips,Mule (or Black tailed) Deer,NA,Odocoileus hemionus,NA,Mammal (Large),"Deer, Moose, and Caribou",100% certain,9/25/2023 12:14,00:00.0,NA,39.887358,-120.020775,No,NA,NA,NA,NA,road shoulder,NA,NA,12596385,Bulk Upload CSV,not reviewed,not verified,2.02309E+14,NA,2.02309E+14,24,14:00.0,19:00.0,Quincy,Trfc Collision-No Inj,0 Us395,NB 395 MM 12.7,39.887358,-120.020775,x,Mule (or Black tailed) Deer,100% certain,1,NA,road shoulder,"Fatality, result of collision",No injury,1,"Collision, Vehicle not driveable",NA,"Detail Information
7:29 PM 9 [13] 1039 SVL TOW - (NOT ON ROTATION) - WILL RESPOND
7:28 PM 8 [12] NO OTHER 1185'S ON ROTATION FOR THAT AREA / WILL GO OUT OF ROTATION TO FIND 1185
7:27 PM 7 [11] 1039 CRESENT TOW - UNABLE TO HANDLE
7:23 PM 6 [10] 1185 OWNER",2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,45,NA,2,0,NA,0.205,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.001523944,Aug-24,no median,NA,NA,NA,NA,426,150,7321,0,30,15700,750,30,90,6768,180,180
